reference_number;entry_date;amount;debit_account_code;credit_account_code;debit_account_name_src;credit_account_name_src;txn_description;classification_code;work_item_code;expenses_code;transaction_classification name;work_items  descrip;expenses_categories description
1211-01;28/08/2022;106;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;كركديه +بن +ينسون +سكر ;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1212-01;28/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;غلايه بن;2;1;49;صرف خزينة;مصاريف ادارية;لوازم و مهمات
1213-01;28/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب عمدان 37;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1214-01;28/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب مسلحه 32;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1215-01;28/08/2022;20000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحداده ( محمد رمضان );5;6;1106;دفعة مقاول;خرسانة مسلحة;محمد رمضان
1216-01;28/08/2022;2265;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب لودر عادل ;5;3;1152;دفعة مقاول;تجهيز موقع;عادل لودر الجمل
1217-01;28/08/2022;15000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( منتصر );5;24;1103;دفعة مقاول;نجاره مسلحه ;منتصر
1218-01;28/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (محمد جمال );5;24;1099;دفعة مقاول;نجاره مسلحه ;محمد جمال
1219-01;28/08/2022;3000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;نجاره علب قواعد عماره 25;2;24;2;صرف خزينة;نجاره مسلحه ;اجور يومية
1220-01;28/08/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره (محمد صبري );5;24;1101;دفعة مقاول;نجاره مسلحه ;محمد صبرى
1221-01;28/08/2022;10000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( صبري عبد المعطي);5;24;1097;دفعة مقاول;نجاره مسلحه ;صبرى عبدالمعطى
1222-01;28/08/2022;8000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( محمد محمد شحاته  ) ابوعمرو;5;24;1100;دفعة مقاول;نجاره مسلحه ;محمد شحاتة
1223-01;28/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اجر تروسكل للذهاب للمدينه لاحضار كلارك لتنزيل سياره الخشب يوم 11/8;2;42;55;صرف خزينة;اخشاب;نقل وتعتيق
1224-01;28/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري لتسليم عمدان 31;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1225-01;28/08/2022;500;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سلفه من راتب المهندس منصور عبد الغفار;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1226-01;29/08/2022;38;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;19لتر ماء حلو للكرافان;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1227-01;29/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1228-01;29/08/2022;45000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( علي محمد );5;24;1105;دفعة مقاول;نجاره مسلحه ;على محمد خليل
1229-01;29/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دفعه من حساب العامل ( سعد);2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1230-01;29/08/2022;300;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;دفعه من حساب العامل ( محمود);2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1231-01;29/08/2022;35;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;مياه للكرافان يوم 27/8;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1232-01;29/08/2022;180;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد يوم 27/8;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1233-01;29/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2اختبار طوب طفلي مقاس 25.20;2;7;3;صرف خزينة;مبانى;اختبارات
1234-01;29/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;2اختبار طوب اسمنتي مقاس 25.21;2;7;3;صرف خزينة;مبانى;اختبارات
1235-01;29/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب اعمده31;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1236-01;29/08/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;وجبه المهندسين في سهرات الصب مسلحه 32 يوم 28/8;2;6;18;صرف خزينة;خرسانة مسلحة;بوفية وضيافة
1237-01;29/08/2022;1000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سلفه من راتب المهندس احمد حازم;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1238-01;29/08/2022;1500;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;من حساب سياره الموقع;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1239-01;29/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري تسليم قواعد 42;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1240-01;29/08/2022;5450;1110;2110;الخزينة;ذمم تجارية - موردي المواد;قيمه فاتوره كهرباء سقف (عز لتوريدات الكهرباء );6;14;5181;دفعة مورد;كهرباء;عز لتوريدات الكهرباء
1241-01;30/08/2022;700;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;قيمه فاتوره بسكوت للاعمده والاسقف من شركه الطيب;2;6;49;صرف خزينة;خرسانة مسلحة;لوازم و مهمات
1242-01;30/08/2022;60;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;علاج لمقاول النجاره محمد شحاته وتخصم من المستخلص;2;24;1100;صرف خزينة;نجاره مسلحه ;محمد شحاتة
1243-01;30/08/2022;2700;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;تكسير مكعبات ;2;6;3;صرف خزينة;خرسانة مسلحة;اختبارات
1244-01;30/08/2022;300;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب وسهره استشاري لصب مسلحه 42;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1245-01;30/08/2022;350;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;وجبات لمهندسين سهره صب 42( 5*70ج);2;6;18;صرف خزينة;خرسانة مسلحة;بوفية وضيافة
1246-01;30/08/2022;40;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ادوات مكتبيه ( قلم مركر + تصوير اوراق A0;2;1;4;صرف خزينة;مصاريف ادارية;ادوات مكتبيه 
1247-01;30/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري تسليم سقف 43.واعمده ارضي 24;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1248-01;31/08/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1249-01;31/08/2022;1500;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;من حساب سياره الموقع;5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1250-01;31/08/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب اعمده 24 وسقف 43.;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1251-01;31/08/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب سقف 43;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1252-01;31/08/2022;155;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;كبيات شاي + فرشه حمام +بن للاستشاري;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1253-01;01/09/2022;3000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب المياه ( مصطفي );5;40;70001;دفعة مقاول;مياه;مصطفي مياه
1254-01;01/09/2022;6000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;حساب سياره الاستشاري عن شهر 8;2;1;82;صرف خزينة;مصاريف ادارية;مصاريف استشارى
1255-01;01/09/2022;680;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب مياه ( محمد فوزي);5;40;70002;دفعة مقاول;مياه;محمد فوزي
1256-01;01/09/2022;10000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( علي محمد );5;24;1105;دفعة مقاول;نجاره مسلحه ;على محمد خليل
1257-01;01/09/2022;4000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب الفرمجه ( محمد نصر );5;5;1149;دفعة مقاول;خرسانة عادية;محمد نصر فرمجه
1258-01;01/09/2022;690;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب سياره الموقع 1 ( امير);5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1259-01;01/09/2022;1200;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;حساب سياره الموقع 1 ( امير);5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1260-01;01/09/2022;840;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;حساب العامل ( سعد);2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1261-01;01/09/2022;1275;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;حساب العامل ( محمود);2;1;2;صرف خزينة;مصاريف ادارية;اجور يومية
1262-01;01/09/2022;5000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب مستخلص الحفر 0 ياسين);5;4;1104;دفعة مقاول;حفر وردم وتسوية;ياسين حفر
1263-01;01/09/2022;10000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من حساب مستخلص الاحلال 0 ياسين);5;41;5221;دفعة مقاول;احلال;ياسين رمال 
1264-01;01/09/2022;55035;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;رواتب شهر 8;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1265-01;01/09/2022;1000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص الحداده ( عبد الرحمن);5;43;1098;دفعة مقاول;حداده مسلحه;عبدالرحمن
1266-01;03/09/2022;100;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;اكراميه بمب صب مسلحه 26;2;6;11;صرف خزينة;خرسانة مسلحة;اكراميات
1267-01;03/09/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره استشاري صب مسلحه 26;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1268-01;03/09/2022;150;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;ايجار هزاز لمسلحه 26;2;6;49;صرف خزينة;خرسانة مسلحة;لوازم و مهمات
1269-01;03/09/2022;200;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;سهره تسليم اعمده اول علوي 43;2;6;113;صرف خزينة;خرسانة مسلحة;سهره استشاري
1270-01;03/09/2022;50;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;19 لترماء للكرافان ;2;1;18;صرف خزينة;مصاريف ادارية;بوفية وضيافة
1271-01;03/09/2022;160;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;بنزين للمولد;2;1;90;صرف خزينة;مصاريف ادارية;سولار
1272-01;04/09/2022;240;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;من حساب سياره الموقع ( امير);5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1273-01;04/09/2022;100;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;من حساب سياره الموقع ( امير);5;36;70000;دفعة مقاول;سيارات مؤجره ;امير سياره موقع 1
1274-01;04/09/2022;25000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( محمد محمد شحاته  ) ابوعمرو;5;24;1100;دفعة مقاول;نجاره مسلحه ;محمد شحاتة
1275-01;04/09/2022;3000;1110;5100;الخزينة;تكاليف تنفيذ مباشرة;راتب فتحي الغفير عن شهر 7 ويحمل علي موقع المنصوره;2;1;50;صرف خزينة;مصاريف ادارية;مرتبات
1276-01;04/09/2022;15000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( علي محمد );5;24;1105;دفعة مقاول;نجاره مسلحه ;على محمد خليل
1277-01;04/09/2022;15000;1110;2120;الخزينة;حساب مستحقات مقاولي الباطن;دفعه من مستخلص النجاره ( محمد جمال );5;24;1099;دفعة مقاول;نجاره مسلحه ;محمد جمال
